neighbourhood,price per night,price per year
Harlem,150,54750
Bushwick,200,73000
Bay Ridge,90,32850
Tribeca,303,110595
Rego Park,250,91250
St. George,86,31390
Tribeca,80,29200
East Village,100,36500
Bushwick,179,65335
Williamsburg,220,80300
Chelsea,3000,1095000
Upper East Side,230,83950
Astoria,89,32485
Gravesend,40,14600
Financial District,105,38325
Hell's Kitchen,175,63875
Williamsburg,50,18250
Harlem,127,46355
Hell's Kitchen,107,39055
Hell's Kitchen,199,72635
South Slope,125,45625
Jackson Heights,43,15695
Elmhurst,35,12775
Elmhurst,33,12045
West Village,165,60225
Midtown,182,66430
Midtown,227,82855
Elmhurst,41,14965
East Village,292,106580
East Village,115,41975
Allerton,60,21900
Midtown,135,49275
City Island,65,23725
Upper East Side,100,36500
East Harlem,99,36135
Midtown,375,136875
Midtown,250,91250
Chelsea,175,63875
Forest Hills,90,32850
Upper East Side,49,17885
Bedford-Stuyvesant,65,23725
Harlem,44,16060
Bedford-Stuyvesant,65,23725
Bedford-Stuyvesant,65,23725
Midtown,246,89790
Flatbush,50,18250
Hell's Kitchen,300,109500
Flatbush,350,127750
Maspeth,99,36135
Lower East Side,355,129575
Williamsburg,120,43800
Greenwich Village,125,45625
Howard Beach,130,47450
Harlem,69,25185
Bushwick,175,63875
Harlem,50,18250
East Flatbush,38,13870
Sunset Park,64,23360
Bedford-Stuyvesant,40,14600
Bedford-Stuyvesant,40,14600
Bedford-Stuyvesant,55,20075
Bedford-Stuyvesant,40,14600
Bedford-Stuyvesant,45,16425
Bedford-Stuyvesant,50,18250
Bushwick,99,36135
Bedford-Stuyvesant,250,91250
Midtown,200,73000
Prospect-Lefferts Gardens,70,25550
Hell's Kitchen,200,73000
Prospect-Lefferts Gardens,74,27010
Crown Heights,120,43800
Greenpoint,88,32120
Bushwick,37,13505
Prospect-Lefferts Gardens,70,25550
Prospect-Lefferts Gardens,70,25550
Upper East Side,150,54750
Upper West Side,150,54750
Bushwick,60,21900
Rosebank,138,50370
Upper East Side,150,54750
Harlem,82,29930
Roosevelt Island,90,32850
Kensington,56,20440
Downtown Brooklyn,249,90885
Lower East Side,120,43800
Westchester Square,670,244550
Williamsburg,55,20075
Crown Heights,149,54385
Greenpoint,114,41610
Jackson Heights,100,36500
Flatiron District,210,76650
Greenpoint,100,36500
Park Slope,45,16425
Williamsburg,45,16425
Howard Beach,207,75555
East Elmhurst,99,36135
Flushing,45,16425
Crown Heights,80,29200
Bushwick,42,15330
Upper West Side,139,50735
Bedford-Stuyvesant,35,12775
East New York,50,18250
East New York,40,14600
Chelsea,315,114975
Crown Heights,90,32850
Prospect-Lefferts Gardens,50,18250
Sunnyside,85,31025
Bedford-Stuyvesant,89,32485
Astoria,1500,547500
Greenwich Village,258,94170
Bushwick,150,54750
Long Island City,120,43800
Lower East Side,250,91250
East Harlem,75,27375
Inwood,65,23725
East Village,93,33945
Bushwick,40,14600
East Flatbush,50,18250
Chelsea,139,50735
East Harlem,232,84680
Sheepshead Bay,32,11680
Bay Ridge,85,31025
Washington Heights,135,49275
Inwood,65,23725
Bedford-Stuyvesant,34,12410
East Flatbush,91,33215
Carroll Gardens,100,36500
Hell's Kitchen,109,39785
Bedford-Stuyvesant,50,18250
Kips Bay,250,91250
Upper East Side,55,20075
Inwood,50,18250
Upper West Side,137,50005
Ridgewood,45,16425
Bedford-Stuyvesant,139,50735
Washington Heights,279,101835
Washington Heights,70,25550
Harlem,97,35405
Harlem,70,25550
West Village,80,29200
Harlem,100,36500
Upper East Side,220,80300
SoHo,299,109135
East Village,160,58400
New Springville,119,43435
Greenpoint,70,25550
Clinton Hill,41,14965
Williamsburg,70,25550
Cypress Hills,48,17520
Cypress Hills,48,17520
Upper West Side,2999,1094635
Upper West Side,75,27375
Crown Heights,48,17520
Williamsburg,100,36500
East Village,225,82125
Bushwick,80,29200
Ridgewood,36,13140
Chinatown,100,36500
Chelsea,350,127750
Harlem,47,17155
Bushwick,35,12775
Williamsburg,300,109500
Midwood,50,18250
Crown Heights,60,21900
Harlem,85,31025
Clinton Hill,125,45625
Tribeca,280,102200
Woodside,50,18250
East Village,195,71175
Upper West Side,225,82125
Morningside Heights,45,16425
Harlem,112,40880
Flushing,29,10585
East Harlem,399,145635
Bedford-Stuyvesant,125,45625
Williamsburg,60,21900
Harlem,200,73000
Hell's Kitchen,265,96725
Washington Heights,150,54750
Harlem,59,21535
Ditmars Steinway,60,21900
Hell's Kitchen,499,182135
Hell's Kitchen,499,182135
Crown Heights,125,45625
Williamsburg,150,54750
Hell's Kitchen,499,182135
Hell's Kitchen,399,145635
Hell's Kitchen,399,145635
Midwood,54,19710
Bushwick,120,43800
Williamsbridge,85,31025
Hell's Kitchen,399,145635
Prospect Heights,95,34675
Greenpoint,149,54385
Fort Greene,119,43435
Hell's Kitchen,90,32850
Upper East Side,264,96360
Sunset Park,28,10220
Williamsburg,80,29200
Midtown,145,52925
Astoria,89,32485
Williamsburg,120,43800
Ridgewood,190,69350
Upper East Side,275,100375
West Village,168,61320
West Village,200,73000
Hell's Kitchen,180,65700
Bushwick,100,36500
East Harlem,149,54385
East Flatbush,200,73000
Williamsburg,55,20075
Harlem,115,41975
East Village,79,28835
Williamsburg,120,43800
Little Neck,32,11680
Edenwald,80,29200
Prospect-Lefferts Gardens,100,36500
Chelsea,333,121545
Upper West Side,70,25550
Harlem,63,22995
Harlem,63,22995
Brooklyn Heights,125,45625
Bedford-Stuyvesant,225,82125
Williamsburg,200,73000
Flatiron District,210,76650
Long Island City,50,18250
Harlem,40,14600
East Village,399,145635
Williamsbridge,120,43800
Nolita,418,152570
Upper West Side,350,127750
Ridgewood,56,20440
Upper East Side,150,54750
Hell's Kitchen,110,40150
South Slope,155,56575
Ridgewood,120,43800
Lower East Side,125,45625
South Slope,134,48910
Sunset Park,50,18250
Greenwich Village,350,127750
Financial District,232,84680
Bushwick,50,18250
Upper East Side,95,34675
Williamsburg,1600,584000
Springfield Gardens,89,32485
Allerton,35,12775
Kips Bay,180,65700
Bushwick,190,69350
Harlem,200,73000
Upper West Side,200,73000
West Village,200,73000
Crown Heights,300,109500
Prospect-Lefferts Gardens,150,54750
Greenpoint,55,20075
Upper West Side,88,32120
Prospect-Lefferts Gardens,79,28835
Harlem,70,25550
Williamsburg,140,51100
Williamsburg,49,17885
East Village,70,25550
Elmhurst,40,14600
East Elmhurst,16,5840
Elmhurst,34,12410
Upper East Side,90,32850
Bedford-Stuyvesant,50,18250
Lower East Side,35,12775
Lower East Side,32,11680
Lower East Side,35,12775
East Harlem,70,25550
Lower East Side,35,12775
East Flatbush,45,16425
Jackson Heights,33,12045
Sunnyside,37,13505
Woodside,42,15330
Park Slope,110,40150
Bedford-Stuyvesant,375,136875
Williamsburg,65,23725
Williamsburg,50,18250
Brooklyn Heights,125,45625
Gramercy,150,54750
Williamsburg,225,82125
Chelsea,303,110595
Williamsburg,69,25185
Upper West Side,175,63875
Upper West Side,95,34675
Theater District,316,115340
Downtown Brooklyn,119,43435
Greenpoint,119,43435
Upper West Side,260,94900
Jackson Heights,59,21535
Williamsburg,350,127750
East Village,189,68985
Greenpoint,399,145635
Williamsburg,105,38325
Rego Park,45,16425
Prospect Heights,140,51100
Hell's Kitchen,180,65700
Washington Heights,80,29200
Lower East Side,214,78110
Bedford-Stuyvesant,65,23725
Williamsburg,60,21900
Williamsburg,195,71175
Kensington,36,13140
Crown Heights,80,29200
Bedford-Stuyvesant,42,15330
Far Rockaway,60,21900
East Village,75,27375
Flushing,40,14600
Harlem,119,43435
Chinatown,95,34675
Bedford-Stuyvesant,42,15330
Sheepshead Bay,25,9125
Bedford-Stuyvesant,42,15330
Greenpoint,100,36500
Bedford-Stuyvesant,42,15330
Bedford-Stuyvesant,42,15330
Greenwich Village,110,40150
Astoria,250,91250
Harlem,150,54750
Bedford-Stuyvesant,42,15330
Carroll Gardens,250,91250
Long Island City,100,36500
Bushwick,90,32850
Bedford-Stuyvesant,140,51100
West Village,350,127750
Tribeca,276,100740
Upper West Side,452,164980
Theater District,325,118625
Upper East Side,312,113880
Tribeca,285,104025
Tribeca,350,127750
West Village,397,144905
Upper West Side,283,103295
Financial District,289,105485
Chelsea,343,125195
Chelsea,334,121910
Hell's Kitchen,302,110230
Financial District,320,116800
Upper West Side,316,115340
Kips Bay,287,104755
Theater District,334,121910
Midtown,238,86870
Tribeca,291,106215
Theater District,276,100740
Chelsea,303,110595
West Village,392,143080
West Village,356,129940
Theater District,297,108405
Tribeca,265,96725
Chelsea,291,106215
Theater District,358,130670
Theater District,312,113880
East Village,312,113880
Upper West Side,320,116800
Chelsea,321,117165
Tribeca,309,112785
East Village,312,113880
Lower East Side,314,114610
Kips Bay,352,128480
Upper West Side,238,86870
Upper East Side,289,105485
Hell's Kitchen,291,106215
Upper West Side,263,95995
Chelsea,365,133225
Kips Bay,253,92345
Tribeca,246,89790
Hell's Kitchen,211,77015
Upper West Side,306,111690
Midtown,241,87965
Tribeca,312,113880
Financial District,259,94535
Midtown,267,97455
Chelsea,312,113880
Theater District,347,126655
Theater District,278,101470
Chelsea,242,88330
Murray Hill,242,88330
Chelsea,358,130670
East Village,377,137605
Chelsea,280,102200
Financial District,232,84680
Hell's Kitchen,365,133225
Woodside,62,22630
Kips Bay,273,99645
Financial District,285,104025
Kips Bay,307,112055
East Village,281,102565
Tribeca,275,100375
West Village,396,144540
Chelsea,283,103295
Tribeca,358,130670
Hell's Kitchen,285,104025
East Village,420,153300
Williamsburg,88,32120
Springfield Gardens,150,54750
Jamaica,45,16425
Chelsea,283,103295
Theater District,316,115340
Chelsea,255,93075
Murray Hill,282,102930
Kips Bay,290,105850
Theater District,317,115705
Chelsea,303,110595
Midtown,206,75190
Tribeca,278,101470
West Village,305,111325
Theater District,316,115340
Murray Hill,252,91980
Tribeca,332,121180
Chelsea,361,131765
Tribeca,269,98185
Kips Bay,245,89425
Tribeca,305,111325
Financial District,233,85045
West Village,459,167535
Upper West Side,271,98915
Chelsea,314,114610
Hell's Kitchen,416,151840
Financial District,316,115340
Battery Park City,232,84680
Murray Hill,262,95630
Theater District,330,120450
Upper East Side,271,98915
Ridgewood,45,16425
West Village,453,165345
Financial District,236,86140
Upper West Side,294,107310
East Village,329,120085
Upper West Side,481,175565
Chelsea,343,125195
Financial District,224,81760
Theater District,278,101470
East Village,312,113880
East Village,302,110230
West Village,334,121910
Murray Hill,258,94170
Downtown Brooklyn,150,54750
Chelsea,356,129940
Chelsea,278,101470
Bedford-Stuyvesant,75,27375
Financial District,184,67160
Tribeca,274,100010
Chelsea,347,126655
Upper West Side,466,170090
Theater District,316,115340
Theater District,285,104025
Financial District,271,98915
Theater District,317,115705
Tribeca,388,141620
West Village,341,124465
Kips Bay,237,86505
Chelsea,248,90520
West Village,379,138335
Chelsea,314,114610
Financial District,251,91615
West Village,423,154395
Kips Bay,240,87600
Tribeca,245,89425
Theater District,329,120085
Financial District,265,96725
Chelsea,300,109500
Chelsea,267,97455
Chelsea,374,136510
Chelsea,316,115340
Financial District,189,68985
Chelsea,298,108770
Chelsea,362,132130
Astoria,150,54750
Flatbush,90,32850
Midtown,90,32850
East Flatbush,75,27375
Bushwick,47,17155
Bushwick,47,17155
Sunset Park,250,91250
Gramercy,69,25185
Williamsburg,90,32850
Astoria,120,43800
Midtown,200,73000
Hell's Kitchen,430,156950
Midtown,240,87600
Harlem,160,58400
Upper East Side,70,25550
Lower East Side,313,114245
Upper West Side,750,273750
Greenpoint,167,60955
Borough Park,65,23725
East Village,308,112420
Columbia St,100,36500
Bedford-Stuyvesant,60,21900
Woodside,42,15330
Harlem,90,32850
Red Hook,120,43800
Bushwick,51,18615
Bedford-Stuyvesant,25,9125
Hell's Kitchen,150,54750
Ditmars Steinway,250,91250
Bedford-Stuyvesant,55,20075
Bedford-Stuyvesant,115,41975
Greenpoint,44,16060
Hell's Kitchen,243,88695
Midtown,290,105850
Bushwick,65,23725
Bushwick,55,20075
East Village,115,41975
Bedford-Stuyvesant,60,21900
Harlem,30,10950
Long Island City,250,91250
Bedford-Stuyvesant,65,23725
Flatbush,120,43800
Washington Heights,140,51100
Bedford-Stuyvesant,50,18250
Midtown,70,25550
Harlem,65,23725
Bushwick,50,18250
Borough Park,35,12775
Greenpoint,60,21900
Upper East Side,245,89425
Tribeca,300,109500
Williamsburg,90,32850
Lower East Side,295,107675
Harlem,200,73000
Williamsburg,95,34675
Rosedale,45,16425
Crown Heights,25,9125
Bushwick,35,12775
Williamsburg,50,18250
Hell's Kitchen,150,54750
Bedford-Stuyvesant,30,10950
Queens Village,150,54750
Harlem,65,23725
East Village,130,47450
Astoria,55,20075
Greenwich Village,110,40150
Bay Ridge,40,14600
Upper East Side,175,63875
East Flatbush,125,45625
West Village,215,78475
Civic Center,150,54750
Hell's Kitchen,199,72635
Crown Heights,45,16425
Nolita,220,80300
Hell's Kitchen,199,72635
Fort Hamilton,90,32850
Hell's Kitchen,199,72635
Hell's Kitchen,199,72635
Hell's Kitchen,179,65335
Williamsburg,60,21900
Hell's Kitchen,179,65335
Hell's Kitchen,179,65335
Hell's Kitchen,179,65335
Bushwick,70,25550
Williamsburg,27,9855
Maspeth,49,17885
Kips Bay,200,73000
Rosedale,55,20075
Roosevelt Island,55,20075
Clinton Hill,190,69350
Hell's Kitchen,300,109500
Bushwick,125,45625
Williamsburg,295,107675
Bushwick,125,45625
Greenwich Village,47,17155
Upper West Side,95,34675
Maspeth,63,22995
Bushwick,125,45625
Long Island City,225,82125
Park Slope,300,109500
Bedford-Stuyvesant,40,14600
Hell's Kitchen,149,54385
Bushwick,90,32850
Williamsburg,160,58400
Hell's Kitchen,207,75555
East Village,805,293825
Bedford-Stuyvesant,42,15330
Williamsburg,63,22995
Bedford-Stuyvesant,42,15330
Bedford-Stuyvesant,42,15330
Hell's Kitchen,115,41975
Woodside,28,10220
Kips Bay,275,100375
Bedford-Stuyvesant,195,71175
Red Hook,280,102200
Upper East Side,100,36500
Bedford-Stuyvesant,35,12775
Bushwick,180,65700
Bedford-Stuyvesant,42,15330
College Point,150,54750
Bedford-Stuyvesant,42,15330
Bedford-Stuyvesant,42,15330
Williamsburg,65,23725
Bedford-Stuyvesant,42,15330
Astoria,27,9855
Bedford-Stuyvesant,42,15330
Bedford-Stuyvesant,42,15330
Bedford-Stuyvesant,42,15330
Williamsburg,230,83950
Bedford-Stuyvesant,42,15330
Bedford-Stuyvesant,42,15330
Lower East Side,60,21900
Theater District,3000,1095000
Long Island City,90,32850
East Flatbush,75,27375
Upper West Side,120,43800
Bedford-Stuyvesant,75,27375
Chelsea,110,40150
East Village,189,68985
Bedford-Stuyvesant,725,264625
Williamsburg,55,20075
NoHo,350,127750
East Flatbush,35,12775
Sunnyside,149,54385
Crown Heights,55,20075
Lower East Side,50,18250
Bedford-Stuyvesant,30,10950
Arrochar,65,23725
Concourse,99,36135
Jamaica,29,10585
Bushwick,30,10950
Midtown,90,32850
Washington Heights,50,18250
East Village,175,63875
Two Bridges,79,28835
Ridgewood,190,69350
Harlem,34,12410
East Village,443,161695
Williamsburg,150,54750
Elmhurst,75,27375
Chelsea,299,109135
Harlem,112,40880
Bushwick,125,45625
Midtown,350,127750
Williamsburg,392,143080
East Flatbush,150,54750
Nolita,800,292000
Hell's Kitchen,145,52925
Bushwick,55,20075
Astoria,80,29200
Harlem,50,18250
Lower East Side,195,71175
Upper West Side,115,41975
Williamsburg,72,26280
Williamsburg,180,65700
Hell's Kitchen,264,96360
Williamsburg,150,54750
Flatbush,55,20075
Harlem,101,36865
Bedford-Stuyvesant,70,25550
Prospect-Lefferts Gardens,185,67525
East Flatbush,125,45625
Washington Heights,100,36500
Midtown,699,255135
Bushwick,35,12775
Greenpoint,150,54750
Ridgewood,50,18250
Bushwick,250,91250
Chelsea,261,95265
Astoria,100,36500
Nolita,98,35770
Harlem,52,18980
Harlem,100,36500
Bushwick,50,18250
Flatbush,90,32850
Sunnyside,129,47085
East Flatbush,75,27375
Forest Hills,99,36135
Flatbush,72,26280
Astoria,109,39785
Bushwick,45,16425
Roosevelt Island,100,36500
Harlem,275,100375
Bushwick,43,15695
East Elmhurst,29,10585
Crown Heights,125,45625
Hell's Kitchen,69,25185
East Harlem,215,78475
Bedford-Stuyvesant,75,27375
Sunnyside,42,15330
Bushwick,43,15695
Williamsburg,72,26280
Bedford-Stuyvesant,19,6935
Boerum Hill,125,45625
Bushwick,90,32850
Williamsburg,243,88695
Long Island City,180,65700
Clinton Hill,65,23725
Murray Hill,175,63875
Williamsburg,70,25550
Upper West Side,200,73000
Bedford-Stuyvesant,65,23725
Kips Bay,155,56575
Midtown,365,133225
Flatbush,49,17885
East Village,100,36500
Tribeca,97,35405
Ridgewood,35,12775
Upper East Side,275,100375
Bushwick,95,34675
Midtown,595,217175
Williamsburg,55,20075
East Village,101,36865
Upper West Side,180,65700
Woodside,99,36135
Harlem,65,23725
Midtown,265,96725
Astoria,120,43800
East Flatbush,95,34675
Hell's Kitchen,215,78475
East Harlem,300,109500
East Village,105,38325
Williamsburg,200,73000
Bedford-Stuyvesant,100,36500
Williamsburg,165,60225
East New York,120,43800
Upper East Side,125,45625
Williamsburg,200,73000
Washington Heights,45,16425
East Village,260,94900
Howard Beach,40,14600
Bushwick,120,43800
Bedford-Stuyvesant,70,25550
Hell's Kitchen,295,107675
Woodside,32,11680
Crown Heights,45,16425
Fort Greene,119,43435
Crown Heights,55,20075
Washington Heights,40,14600
Theater District,800,292000
Sunset Park,40,14600
Astoria,57,20805
Williamsburg,180,65700
Astoria,75,27375
Hell's Kitchen,130,47450
Upper East Side,200,73000
Washington Heights,150,54750
Bedford-Stuyvesant,70,25550
Tribeca,359,131035
Upper East Side,100,36500
Harlem,95,34675
Inwood,40,14600
Bushwick,40,14600
Williamsburg,38,13870
Washington Heights,40,14600
East Village,170,62050
Bushwick,45,16425
Elmhurst,51,18615
East Flatbush,90,32850
Harlem,50,18250
Concourse Village,85,31025
Crown Heights,150,54750
Upper East Side,284,103660
East Village,185,67525
Prospect Heights,166,60590
Washington Heights,31,11315
Lower East Side,150,54750
Chinatown,398,145270
Fort Greene,185,67525
Carroll Gardens,200,73000
